DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221518476,12/12/2022 0:00,12/12/2022 0:00,100,15,N Hollywood,1548,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,5300    SATSUMA                      AV,,34.167,-118.3676
220808559,4/13/2022 0:00,4/13/2022 0:00,1710,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0378 0352,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
221304488,1/12/2022 0:00,1/11/2022 0:00,2330,13,Newton,1323,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0602 0552 1259 0443 0913,16,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,900 E  25TH                         ST,,34.0208,-118.2569
222008952,4/24/2022 0:00,4/23/2022 0:00,1730,20,Olympic,2064,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1200 S  ARDMORE                      AV,,34.0491,-118.3021
220313247,7/5/2022 0:00,7/5/2022 0:00,316,3,Southwest,379,1,330,BURGLARY FROM VEHICLE,0202 0352 1221 1302 1822 1607 0344,49,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1000    LEIGHTON                     AV,,34.0132,-118.2915
220610145,5/11/2022 0:00,5/11/2022 0:00,2145,6,Hollywood,648,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0415 0446 1822 0910,23,M,H,909,MTA - RED LINE - HOLLYWOOD/WESTERN,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,HOLLYWOOD,WESTERN,34.1018,-118.3093
232000507,1/2/2023 0:00,1/1/2022 0:00,2300,20,Olympic,2019,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0445 0411,27,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,236,998,,,3300 W  2ND                          ST,,34.0704,-118.2868
220213926,7/23/2022 0:00,7/23/2022 0:00,1352,2,Rampart,231,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,3100    BEVERLY                      BL,,34.0718,-118.2822
221317044,9/3/2022 0:00,9/3/2022 0:00,1230,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,21ST                         ST,GRIFFITH                     AV,34.0241,-118.2548
221512434,7/19/2022 0:00,7/19/2022 0:00,430,15,N Hollywood,1527,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 1309 0913 1414,19,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6400    BONNER                       AV,,34.1867,-118.3737
220710838,6/24/2022 0:00,6/24/2022 0:00,800,7,Wilshire,769,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500    2ND                          AV,,34.0454,-118.3189
220619200,11/20/2022 0:00,11/19/2022 0:00,1750,6,Hollywood,678,2,664,"BUNCO, PETTY THEFT",1822 0800 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,664,,,,1000 N  WESTERN                      AV,,34.0885,-118.3092
221414121,7/22/2022 0:00,7/21/2022 0:00,2230,14,Pacific,1409,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0500 2000 1814 0913 0408,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,9700    REGENT                       ST,,34.0267,-118.3986
222006385,2/24/2022 0:00,2/24/2022 0:00,630,20,Olympic,2031,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 0408 2027 0416 0913,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,700 S  ST ANDREWS                   PL,,34.0597,-118.3112
221210939,4/30/2022 0:00,4/30/2022 0:00,920,12,77th Street,1257,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0444 0329,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,800 W  77TH                         ST,,33.9698,-118.2871
220514777,10/12/2022 0:00,10/3/2022 0:00,635,5,Harbor,503,2,354,THEFT OF IDENTITY,0377 1822 0930,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900    BAYCREST                     LN,,33.7941,-118.2916
221418400,10/31/2022 0:00,10/27/2022 0:00,1300,14,Pacific,1403,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2700 S  SEPULVEDA                    BL,,34.0309,-118.4308
222110605,6/16/2022 0:00,6/16/2022 0:00,2140,21,Topanga,2197,1,310,BURGLARY,1420 1609 0321 0344 0216,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    OAKDALE                      AV,,34.162,-118.5662
220404702,1/23/2022 0:00,1/16/2022 0:00,330,4,Hollenbeck,424,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1241 1813 0400 0448 0408,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2300    LINCOLN PARK                 AV,,34.072,-118.2025
220106715,2/16/2022 0:00,2/6/2022 0:00,32,1,Central,162,2,354,THEFT OF IDENTITY,930,29,F,B,406,OTHER STORE,,,IC,Invest Cont,354,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
220514609,10/7/2022 0:00,10/2/2022 0:00,1700,5,Harbor,563,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,35,F,H,101,STREET,,,IC,Invest Cont,331,,,,1500 S  GAFFEY                       ST,,33.7306,-118.2924
220213135,7/11/2022 0:00,7/11/2022 0:00,750,2,Rampart,215,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0342 1822 0329,47,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,500 N  BENTON                       WY,,34.0753,-118.2742
220405450,2/13/2022 0:00,2/12/2022 0:00,2330,4,Hollenbeck,442,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 1814 0400 0416 0448 0329 1310,46,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,500    GALLARDO                     ST,,34.0535,-118.2238
220711702,7/15/2022 0:00,7/3/2022 0:00,1430,7,Wilshire,713,1,480,BIKE - STOLEN,0344 1822,47,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,300 N  ORANGE GROVE                 AV,,34.0761,-118.3604
222106250,3/1/2022 0:00,3/1/2022 0:00,144,21,Topanga,2105,2,624,BATTERY - SIMPLE ASSAULT,2004 0417 0416 1218,76,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CANOGA                       AV,ROSCOE                       BL,34.2198,-118.5975
221107314,3/30/2022 0:00,3/30/2022 0:00,1625,11,Northeast,1125,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,71,M,H,101,STREET,,,IC,Invest Cont,745,,,,4600    LINCOLN                      AV,,34.1224,-118.2162
221111017,7/1/2022 0:00,6/30/2022 0:00,1840,11,Northeast,1136,1,761,BRANDISH WEAPON,0334 0913,20,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AO,Adult Other,761,,,,900    TERRACE 49,,34.1144,-118.2114
220607434,3/7/2022 0:00,2/27/2022 0:00,1235,6,Hollywood,666,2,946,OTHER MISCELLANEOUS CRIME,1822 0100 1212 1908 1911,28,F,W,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,1300    WILCOX                       AV,,34.0943,-118.331
221513696,8/17/2022 0:00,8/15/2022 0:00,1945,15,N Hollywood,1506,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 1822 0344,0,M,O,213,WAREHOUSE,,,IC,Invest Cont,341,,,,7100    VINELAND                     AV,,34.2027,-118.3745
221904064,1/2/2022 0:00,1/2/2022 0:00,2100,19,Mission,1908,2,624,BATTERY - SIMPLE ASSAULT,0447 0562 0913,51,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,13100    BEAVER                       ST,,34.3217,-118.4182
220608498,4/4/2022 0:00,4/3/2022 0:00,2000,6,Hollywood,657,1,352,PICKPOCKET,1822 0344,24,M,H,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,5500    SANTA MONICA                 BL,,34.0908,-118.3092
220714198,9/18/2022 0:00,9/17/2022 0:00,1240,7,Wilshire,764,1,761,BRANDISH WEAPON,0334 0421 0422 0913 1817,29,M,B,124,BUS STOP,207,OTHER KNIFE,IC,Invest Cont,761,930,,,HAUSER,PICO,34.0487,-118.3569
220106386,2/10/2022 0:00,2/10/2022 0:00,1730,1,Central,192,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,42,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,HILL,PICO,34.0377,-118.2622
220120464,9/14/2022 0:00,9/13/2022 0:00,2100,1,Central,133,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1414,29,F,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,200 S  BROADWAY,,34.0524,-118.2467
221223657,11/16/2022 0:00,11/16/2022 0:00,1300,12,77th Street,1218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  58TH                         ST,,33.9897,-118.2871
220109170,3/29/2022 0:00,3/28/2022 0:00,1615,1,Central,158,1,310,BURGLARY,0344 1822 1609,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,500    STANFORD                     AV,,34.0426,-118.2412
221715557,11/2/2022 0:00,2/1/2022 0:00,1,17,Devonshire,1754,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1259 1251 2000 0913 1814 0500 1910,15,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,810,998,,,WILBUR                       AV,DEVONSHIRE                   ST,34.2538,-118.5371
220512896,8/24/2022 0:00,8/24/2022 0:00,1200,5,Harbor,583,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,41,M,W,101,STREET,,,IC,Invest Cont,331,,,,PATTON,24TH,33.7225,-118.3057
221811818,6/1/2022 0:00,5/31/2022 0:00,2200,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  132ND                        ST,,33.9123,-118.2894
220614211,7/27/2022 0:00,7/27/2022 0:00,1300,6,Hollywood,663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1810 1501,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,6600    LEXINGTON                    AV,,34.0926,-118.3332
220712870,8/15/2022 0:00,8/14/2022 0:00,1,7,Wilshire,723,2,624,BATTERY - SIMPLE ASSAULT,416,24,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8000 W  3RD                          ST,,34.0718,-118.3637
220512253,8/7/2022 0:00,8/7/2022 0:00,2000,5,Harbor,504,1,761,BRANDISH WEAPON,0913 0603 0334 0443,46,M,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,761,,,,1600 W  204TH                        ST,,33.8457,-118.3066
221712441,8/18/2022 0:00,8/5/2022 0:00,1200,17,Devonshire,1793,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19200    BRYANT                       ST,,34.2272,-118.5514
221217773,8/3/2022 0:00,8/1/2022 0:00,2030,12,77th Street,1231,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420,,,,6000    EILEEN                       AV,,33.9853,-118.3428
221515889,10/7/2022 0:00,10/7/2022 0:00,800,15,N Hollywood,1535,2,354,THEFT OF IDENTITY,377,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11400    EMELITA                      ST,,34.1767,-118.379
230605903,2/13/2023 0:00,3/1/2022 0:00,1300,6,Hollywood,669,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0421 0446 2000 0913 1814 0416 0448 0408 0344 0432,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5400    FLEMISH                      LN,,34.0908,-118.3085
220127448,12/30/2022 0:00,12/30/2022 0:00,1520,1,Central,119,2,623,BATTERY POLICE (SIMPLE),0417 2004 1212 0356 0917 0910 1822,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
220209375,4/26/2022 0:00,4/26/2022 0:00,1545,2,Rampart,275,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1251,33,F,B,401,MINI-MART,,,IC,Invest Cont,440,,,,1600 W  OLYMPIC                      BL,,34.0492,-118.2742
220908295,4/23/2022 0:00,4/23/2022 0:00,1200,9,Van Nuys,914,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,37,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745,,,,14800    VANOWEN                      ST,,34.1976,-118.4574
220606238,2/19/2022 0:00,2/19/2022 0:00,10,6,Hollywood,646,1,210,ROBBERY,1822 0334 0344,24,F,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,1500    WILCOX                       AV,,34.098,-118.331
221820568,11/13/2022 0:00,11/12/2022 0:00,1555,18,Southeast,1842,2,354,THEFT OF IDENTITY,1822,37,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 E  111TH                        PL,,33.9339,-118.2739
221511077,6/14/2022 0:00,6/14/2022 0:00,545,15,N Hollywood,1503,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0913 0411,62,M,W,717,HEALTH SPA/GYM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6600    LAUREL CANYON                BL,,34.2003,-118.4002
220908185,4/20/2022 0:00,4/19/2022 0:00,1810,9,Van Nuys,901,1,310,BURGLARY,1610 0358 1420 0327,51,M,W,403,DRUG STORE,,,IC,Invest Cont,310,,,,15300    SHERMAN                      WY,,34.2012,-118.4725
221408115,3/23/2022 0:00,3/23/2022 0:00,1530,14,Pacific,1409,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9800    VENICE                       BL,,34.0238,-118.3978
221718231,12/24/2022 0:00,12/23/2022 0:00,214,17,Devonshire,1757,1,310,BURGLARY,0344 1607,63,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,9900    BALBOA                       BL,,34.2503,-118.5024
220306865,3/2/2022 0:00,3/2/2022 0:00,27,3,Southwest,362,2,354,THEFT OF IDENTITY,0100 1822 0922,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4500    SANTO TOMAS                  DR,,34.017,-118.3477
221418044,10/21/2022 0:00,10/21/2022 0:00,1001,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,49,M,O,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001
221106380,3/6/2022 0:00,3/6/2022 0:00,1330,11,Northeast,1138,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6000 N  FIGUEROA                     ST,,34.1152,-118.1898
221409355,4/13/2022 0:00,4/13/2022 0:00,1915,14,Pacific,1403,1,330,BURGLARY FROM VEHICLE,0344 1300,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,2900 S  BENTLEY                      AV,,34.029,-118.4283
221709491,5/21/2022 0:00,5/18/2022 0:00,2223,17,Devonshire,1776,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1602,58,F,H,104,DRIVEWAY,,,IC,Invest Cont,740,,,,16600    CITRONIA                     ST,,34.2462,-118.4949
220315548,8/23/2022 0:00,8/22/2022 0:00,1315,3,Southwest,337,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1251,20,F,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440,,,,2900    RAYMOND                      AV,,34.0289,-118.298
221506275,2/28/2022 0:00,2/28/2022 0:00,5,15,N Hollywood,1526,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1813,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,6300    LANKERSHIM                   BL,,34.1849,-118.3867
220912360,8/7/2022 0:00,8/7/2022 0:00,1400,9,Van Nuys,937,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0385 1202,69,M,W,101,STREET,,,IC,Invest Cont,420,,,,13800    BESSEMER                     ST,,34.1812,-118.434
221404324,1/8/2022 0:00,1/8/2022 0:00,250,14,Pacific,1479,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1814,40,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,740,,,,OSAGE                        AV,76TH                         ST,33.9694,-118.3787
220714963,10/6/2022 0:00,10/6/2022 0:00,1030,7,Wilshire,743,2,928,THREATENING PHONE CALLS/LETTERS,1402 1822 0443 0432,0,X,X,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,928,998,,,900 S  FAIRFAX                      AV,,34.0601,-118.3629
220615534,9/2/2022 0:00,9/2/2022 0:00,2230,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1822 1501 1218 0345 0421,21,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,HOLLYWOOD,VINE,34.1016,-118.3267
221416025,9/4/2022 0:00,9/3/2022 0:00,2355,14,Pacific,1435,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 1813 2000 0913,28,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,11500    VENICE                       BL,,34.0097,-118.4229
221413334,7/1/2022 0:00,7/1/2022 0:00,730,14,Pacific,1427,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,0,X,X,403,DRUG STORE,,,IC,Invest Cont,440,,,,3400 S  SEPULVEDA                    BL,,34.0212,-118.4238
232006060,2/17/2023 0:00,11/21/2022 0:00,1330,20,Olympic,2035,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,3400    WILSHIRE                     BL,,34.0618,-118.2977
220126001,12/8/2022 0:00,12/2/2022 0:00,1800,1,Central,171,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 2009,35,M,W,753,DETENTION/JAIL FACILITY,511,VERBAL THREAT,IC,Invest Cont,930,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
220108136,3/12/2022 0:00,3/4/2022 0:00,1500,1,Central,101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1414 2032 0344 1822,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1200    INNES                        AV,,34.0717,-118.2493
221223057,11/7/2022 0:00,11/7/2022 0:00,1800,12,77th Street,1232,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1417,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,753,998,,,3100 W  59TH                         ST,,33.9872,-118.3264
221305061,1/23/2022 0:00,1/23/2022 0:00,2100,13,Newton,1321,1,210,ROBBERY,2004 0344 0334 0431,27,M,B,210,RESTAURANT/FAST FOOD,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,200 W  WASHINGTON                   BL,,34.0319,-118.2668
240307799,3/14/2024 0:00,2/18/2022 0:00,1940,3,Southwest,376,2,649,DOCUMENT FORGERY / STOLEN FELONY,0935 0913 1202 0100,68,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,1300 W  39TH                         ST,,34.0155,-118.3002
221418989,9/23/2022 0:00,9/21/2022 0:00,1900,14,Pacific,1407,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,29,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,3600    VINTON                       AV,,34.0255,-118.4063
220126217,12/12/2022 0:00,12/6/2022 0:00,1400,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0601,67,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,600 N  SPRING                       ST,,34.0582,-118.2387
221608503,5/18/2022 0:00,5/18/2022 0:00,1100,16,Foothill,1654,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GLENOAKS                     BL,OSBORNE                      PL,34.2619,-118.3989
221300612,3/6/2022 0:00,3/6/2022 0:00,220,13,Newton,1354,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1407 0432 1100 0430,24,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,ADAIR                        ST,MARTIN LUTHER KING JR        BL,34.0112,-118.2692
221813260,6/24/2022 0:00,5/10/2022 0:00,1230,18,Southeast,1802,2,354,THEFT OF IDENTITY,0100 1822 0922,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700 S  BROADWAY,,33.9586,-118.2782
221323103,12/31/2022 0:00,12/30/2022 0:00,1950,13,Newton,1323,1,210,ROBBERY,1822 0945 0344 0443 2004,57,M,H,203,OTHER BUSINESS,308,STICK,IC,Invest Cont,210,,,,2500 S  SAN PEDRO                    ST,,34.0225,-118.2608
222015621,10/10/2022 0:00,10/9/2022 0:00,2110,20,Olympic,2029,2,623,BATTERY POLICE (SIMPLE),1202 0400 0416 2004,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,,,6TH,BERENDO,34.0652,-118.2878
220117973,8/10/2022 0:00,8/10/2022 0:00,900,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0416 1266 1822,39,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412
232004197,1/6/2023 0:00,10/8/2022 0:00,1200,20,Olympic,2064,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 0344 1822,46,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2900 W  12TH                         ST,,34.0491,-118.3031
221811983,6/3/2022 0:00,6/3/2022 0:00,850,18,Southeast,1844,2,920,KIDNAPPING - GRAND ATTEMPT,1300 0400 1822,21,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920,,,,11100    STANFORD                     AV,,33.9348,-118.263
221717678,12/10/2022 0:00,12/10/2022 0:00,2020,17,Devonshire,1764,1,210,ROBBERY,0444 0325 0945 1822 0216,0,X,X,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,9300    TAMPA                        AV,,34.244,-118.5583
222007674,3/26/2022 0:00,3/25/2022 0:00,1800,20,Olympic,2056,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,48,F,H,101,STREET,,,IC,Invest Cont,740,,,,1200 S  NEW HAMPSHIRE                AV,,34.0491,-118.2926
220308794,4/8/2022 0:00,4/4/2022 0:00,1000,3,Southwest,316,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1800 W  24TH                         ST,,34.0346,-118.3033
220715534,10/19/2022 0:00,10/19/2022 0:00,225,7,Wilshire,749,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,900    CRENSHAW                     BL,,34.0585,-118.3262
221605424,2/14/2022 0:00,2/14/2022 0:00,1700,16,Foothill,1687,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416 2004 1218,37,M,H,101,STREET,308,STICK,AO,Adult Other,626,,,,ENSIGN,CANTARA,34.2193,-118.3714
220907841,4/11/2022 0:00,4/11/2022 0:00,1130,9,Van Nuys,919,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0930 1215,49,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13600    SHERMAN                      WY,,34.2012,-118.4294
221513888,8/22/2022 0:00,8/22/2022 0:00,1800,15,N Hollywood,1548,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 1414 2000 1814 0400,40,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5200    BLAKESLEE                    AV,,34.1649,-118.3725
221510579,6/3/2022 0:00,5/20/2022 0:00,1900,15,N Hollywood,1519,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000,32,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6700 N  CLYBOURN                     AV,,34.1922,-118.3637
